Country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Libya,LBY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2948.157704,3126.466931,3991.125398,5187.43534,7264.292294,9046.439108,10483.20086,11394.13979,14910.47445,16468.82046,16864.49864,15573.59965,16534.85941,16277.19008,19020.95258,18816.77802,21954.33206,22694.01677,22267.3997,23049.42587,22065.28484,16975.50101,16631.79085,15471.38835,14110.40579,14788.46705,12710.12934,10531.55843,11020.90402,11504.03697,11630.83982,13126.40456,12474.88576,11740.8879,11719.66275,11237.2572,11269.911,11658.36257,11066.758,10979.9048,11170.12885,10721.29119,10364.26572,11423.09414,11628.69879,12673.91726,13191.8688,13729.16029,13418.19307,12561.90051,12925.57237,6734.225012,13263.48849,10666.71534,8057.29954,7867.514931,7639.231896,9968.915079,10595.24575,9821.661732,4041.63593,10121.52832,10140.73817,9861.045144
St. Lucia,LCA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,4186.598877,4539.167754,4629.848382,4446.276377,4640.02343,4651.060211,4796.63277,5059.071569,5390.619971,6072.787699,6220.171223,6988.696579,7518.908481,8155.511053,8074.536712,8588.597319,8512.24068,8535.385751,8582.735569,8740.572879,8596.985732,9055.818897,9215.354067,9147.937397,8775.975998,8746.892218,9050.107232,9637.358961,9531.252774,10055.82885,10161.96121,10597.97534,10230.68327,10189.56553,10555.74113,10484.6343,10223.98115,10330.40856,10292.73353,10597.88242,10909.67025,11178.86133,11062.53525,8321.253574,9317.414119,10988.97143,11314.73433
Latin America & Caribbean,LCN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3344.817299,3452.854293,3503.255621,3478.840188,3630.855768,3734.651495,3816.929425,3880.572944,4051.806936,4221.395455,4386.837528,4575.231389,4785.64734,5045.182713,5233.850181,5295.553204,5455.484553,5590.237116,5709.495375,5992.661931,6248.973263,6190.501142,6051.08679,5790.210383,5892.626127,5955.631806,6042.219046,6121.952541,6042.671578,6031.585084,5897.138103,5959.625761,6003.917261,6158.468912,6369.373004,6314.666479,6458.485875,6698.760493,6791.88323,6735.487179,6877.336672,6811.718782,6750.801483,6826.844753,7107.34312,7296.012718,7579.259303,7880.416489,8076.417321,7806.321018,8218.50691,8484.145266,8606.095474,8749.159662,8773.772442,8719.625753,8603.518857,8681.356728,8737.416303,8722.923901,8077.334862,8583.828594,8867.546849,8992.345219
Least developed countries: UN classification,LDC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,616.5248042,646.7303646,643.9127556,650.8478734,658.0209601,663.2752789,653.651281,669.9925292,674.0384084,652.829911,649.5942961,625.7263976,624.0555546,643.1203647,630.4759607,639.847563,637.8695185,631.985258,627.417101,625.7353274,627.1644772,618.3003479,611.988034,609.6782603,603.6739305,608.4947605,618.1548351,619.619436,615.058388,600.2645114,596.2390252,583.2732612,565.8453394,555.1774179,572.6998179,589.9029934,606.7165521,615.9764413,625.453613,637.1028978,652.3868436,669.4249072,684.9222846,710.8793651,745.213576,777.3823948,814.6557065,847.4076776,863.0412072,895.3357638,902.0002959,908.0587229,936.7949551,965.6874649,968.1238895,979.6664563,998.9196606,1019.736613,1045.540177,1019.963778,1023.606736,1046.614007,1061.048543
Low income,LIC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,642.0883393,647.3968356,666.4785405,667.6478507,681.2971327,676.1199854,668.9290961,689.7850729,689.3122944,692.8867143,695.0060031,676.3362125,660.6890831,664.9695723,671.0873495,663.514741,656.2409068,633.827195,621.7259723,622.1533105,637.2664287,643.2673528,626.072281,593.6182801,586.0437947,569.1870257,557.7167945,550.502424,562.2510066,577.5843107,596.4565185,604.0363684,603.3353858,606.3618059,615.9611036,626.8648349,637.7932723,657.8038503,681.2032565,700.2601821,721.391895,739.8708204,748.9333179,778.822298,763.1223126,718.7530568,723.8647251,737.1908955,714.7715647,710.308151,712.5045501,717.0834965,726.8310504,709.3275018,704.7831999,711.9233791,713.7898987
Liechtenstein,LIE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167809.2699,,,,,,,,
Sri Lanka,LKA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,651.5636456,660.3528642,660.8508987,670.3155396,671.0563375,688.2719954,715.4141261,739.2941294,778.4454474,790.7999592,784.3026282,765.3698173,803.5021952,818.9483542,853.5598006,866.3461292,894.5298872,928.3360211,969.9133721,1008.529181,1048.106401,1074.557444,1110.484666,1151.364569,1192.416567,1227.145021,1231.03408,1244.432383,1256.79863,1320.637354,1364.53204,1407.770085,1487.924912,1555.010258,1625.571068,1673.995084,1768.996574,1840.967893,1908.866425,2011.980471,1965.820911,2023.393936,2122.215144,2216.272054,2332.652318,2486.647622,2628.156803,2756.12198,2826.235415,3025.301151,3257.44744,3512.134256,3634.617029,3846.826238,3990.353117,4174.636996,4427.542551,4495.710463,4458.434427,4229.749594,4360.566924,4035.652667,3968.676365
Lower middle income,LMC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,533.8114732,538.046838,545.0171582,564.3344385,586.67551,584.5732656,578.9298412,574.7333071,583.1748718,614.3388584,643.2617839,659.0523484,655.1372769,668.934204,684.7652634,692.145726,713.0332048,735.8812945,745.6464153,739.2650555,758.5452725,754.0824756,751.494094,749.5975067,751.0569213,761.9394732,772.1164962,780.8739551,813.568075,823.8092388,845.0031429,843.1861391,855.195325,856.3245909,871.4383765,896.662735,933.8686641,951.2441811,974.3113212,1006.248895,1027.880043,1051.519315,1078.110122,1121.096919,1178.737761,1235.612884,1299.015646,1365.217112,1404.335582,1463.546901,1537.990926,1584.376179,1639.286933,1704.539184,1780.057497,1856.926033,1933.234339,2008.575496,2087.239591,2141.442572,2036.084043,2142.938054,2239.729607,2328.041979
Low & middle income,LMY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,795.1486424,792.1963451,804.5925124,822.6089307,865.719438,896.1786669,917.0453799,923.6621181,956.1550512,1008.442508,1061.593386,1099.859087,1140.273935,1190.340416,1233.478033,1258.380329,1309.059584,1341.027972,1362.136293,1395.358764,1431.568664,1428.996351,1438.40976,1431.045573,1466.886842,1500.614172,1523.794255,1561.607655,1592.026503,1607.883629,1624.624595,1638.390285,1676.309651,1728.69144,1785.223194,1834.772703,1915.821054,1990.137443,2022.397989,2062.875937,2143.16866,2186.977819,2256.007516,2353.224078,2496.882743,2641.430713,2818.438573,3025.681459,3161.178136,3242.221544,3458.895197,3628.834496,3774.340762,3930.970546,4077.796728,4214.45758,4357.652609,4530.879534,4696.993503,4829.22128,4716.398944,5012.54302,5157.98366,5337.286718
Lesotho,LSO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,262.2639753,259.0592144,289.7208574,310.788256,326.3184229,323.2703534,311.9431686,334.2799525,321.1462704,314.5897647,310.2667207,314.9329416,303.5922699,370.7829347,397.5830061,332.3169723,357.1993402,422.3425056,485.8969571,486.1880952,459.8253279,450.2791467,457.4248283,453.727383,465.7726967,465.0916801,474.2388562,466.6926266,496.665518,515.5294221,536.9997295,564.8305484,594.6961962,606.7631816,634.5776412,647.5183773,676.4091987,695.2443664,701.2917382,701.5899932,727.1807659,752.7623971,758.947156,795.3467873,811.9218634,843.4456944,879.4106536,913.1515549,958.0105979,939.3347087,982.1968515,1020.010375,1075.623297,1084.756689,1092.094266,1113.836835,1140.387874,1090.990303,1061.438059,1033.371164,944.2471692,950.2100257,952.2528378,950.706869
Late-demographic dividend,LTE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,884.8300297,850.1633386,863.8542119,879.1016557,921.8300894,961.2697968,1010.687884,1005.721364,1034.27131,1110.826606,1202.465854,1274.746628,1345.741029,1448.130061,1491.872495,1529.646101,1604.432736,1680.212225,1765.990727,1875.327462,1985.499047,1961.160624,1968.493523,1972.665102,2096.850482,2216.392779,2309.663631,2419.770943,2504.409696,2584.746381,2555.356481,2534.333472,2523.46529,2602.613961,2688.508196,2810.326351,2923.850775,3057.6844,3115.693277,3232.277559,3431.944241,3584.159972,3773.202242,4004.499676,4304.525482,4608.180228,5003.808604,5479.688612,5821.198455,5997.981124,6440.405045,6859.858905,7206.376489,7555.382664,7894.69591,8212.743292,8526.980401,8922.716219,9355.683465,9745.820101,9732.041792,10434.74865,10756.39154,11199.83038
Lithuania,LTU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8353.529645,7866.018641,6200.513309,5219.049893,4742.151547,4936.020215,5230.260192,5706.895261,6178.123821,6151.082964,6423.420676,6899.236834,7424.394824,8275.803448,8919.081749,9766.487647,10659.40021,11984.92329,12425.3981,10699.78946,11106.95021,12046.72139,12678.69269,13262.33446,13850.00013,14263.96458,14810.25178,15661.99625,16443.58529,17256.40815,17247.54369,18292.53285,18535.07797,18213.83425
Luxembourg,LUX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,27861.16889,28665.75675,28701.49643,29381.70158,31339.86772,30757.62262,30874.7108,30840.02492,32048.53548,35072.38303,35513.80099,36114.97655,38033.74016,40742.79185,41908.97527,38729.56046,39515.03535,40065.69142,41623.60104,42500.2549,42705.33854,42345.04515,42788.94856,44056.25147,46733.92355,47945.84837,52496.6662,54218.27539,58381.75426,63481.58474,66027.0758,70779.97291,71116.94009,73116.19466,74883.14185,74896.09658,74916.50677,77993.05853,82170.23992,87695.33958,92527.71181,94243.70732,96269.57939,97597.99692,100292.5685,101222.0457,105614.1799,112417.8785,110094.7923,104574.3499,106544.0572,105290.249,104487.7442,105338.9561,105583.937,105462.0126,108351.4522,107142.1276,106376.7836,107350.6267,104616.0347,110425.8884,109714.9243,105996.6615
Latvia,LVA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8126.588697,7136.711912,4911.662201,4759.856822,4946.195285,4969.82308,5156.195097,5668.060007,6084.285011,6303.074855,6725.33754,7243.56298,7847.645368,8591.267913,9405.061722,10526.45225,11895.27506,13185.06932,12891.44234,11237.10893,10962.23153,11450.9768,12410.36526,12795.87829,13162.65456,13786.4568,14242.57267,14845.33489,15558.492,15759.08184,15312.33506,16481.52435,17014.61909,16945.20433
"Macao SAR, China",MAC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,22840.17132,24227.1315,25294.4894,24495.93323,25106.53983,27561.71933,28554.24693,28845.9639,30001.48212,30055.55909,33139.98747,34094.77448,34807.30428,35241.7168,34429.52283,33716.07493,31631.24262,30395.95024,31668.02199,32046.55849,34083.77427,36992.72405,45563.78681,47924.15918,52907.22608,58983.69871,59403.87,58611.75032,71457.91699,84818.71663,90787.60868,98752.22892,95001.4822,73220.63556,71394.86114,76970.26821,80342.58758,76789.40658,34410.3458,41869.83924,32503.60383,57931.69638
St. Martin (French part),MAF,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,835.0285645,894.3843384,956.8207397,1009.624878,1029.484741,1059.139648,1057.850952,1068.562744,1100.99707,1156.069336,1250.245972,1292.427856,1287.022827,1313.617676,1325.49353,1267.856567,1345.311523,1329.17627,1380.011353,1428.868896,1527.712158,1492.796021,1638.864624,1655.485962,1682.328125,1773.414063,1707.847534,1668.374756,1817.062378,1692.847046,1873.546143,1816.913818,1920.132935,1925.395142,1948.354614,2070.847656,2120.131104,2222.937012,2295.015381,2336.503418,2484.974609,2536.777344,2646.064697,2709.40918,2766.921875,2879.944336,2927.290771,3006.316895,3047.131104,3139.228271,3116.562988,3234.751709,3296.194092,3355.613281,3081.662109,3293.703125,3300.799805,3370.836426
Monaco,MCO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,72743.90606,75489.46434,78112.89383,82525.96645,85672.60578,83968.45909,86406.72874,88304.03203,90720.03319,92942.68899,93664.49369,93807.79572,95082.42618,94802.08847,94780.20159,95061.15107,96177.12061,97467.44306,100916.4713,104153.709,106022.2125,106275.0168,106922.7987,105160.1711,106702.5138,108168.9812,108553.2486,110117.4128,113122.3127,116188.6048,120467.8085,123183.0048,124670.3456,126299.168,129740.5487,132564.7361,140815.1524,162098.9435,163097.9667,142205.9955,141743.7422,148269.8334,146511.9488,157257.894,165362.5096,170338.6804,173916.3158,168744.9942,178571.348,191194.5622,166822.5718,204610.1204,228667.9353,
Moldova,MDA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3755.150285,3146.653684,2229.169813,2203.015022,1525.993177,1511.958318,1425.951809,1454.808616,1360.181611,1316.432549,1346.915672,1432.276893,1547.574212,1654.366293,1781.191453,1919.445508,2017.177301,2082.512601,2249.225897,2116.943575,2269.511161,2402.944463,2389.086661,2605.8503,2737.801851,2749.551371,2910.954869,3085.333058,3267.996104,3438.677327,3188.916916,3688.167294,3581.719725,3685.256705
Madagascar,MDG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,818.2841123,813.7319119,810.8930223,782.682514,792.6283116,768.5097542,763.7629285,784.4403565,815.155402,821.9220245,840.6043047,848.0013807,812.2000723,767.2686587,759.3312951,746.0913248,701.8915281,697.4477954,659.1158274,703.1302166,689.5314071,604.4517822,576.4585133,565.5769753,559.7328369,550.6598679,546.040554,537.131781,539.756242,545.684868,546.3711989,496.7608216,487.5728029,482.6417828,467.5008964,460.5071841,455.6971672,457.7743233,460.9821389,467.9191932,474.1390219,487.6611025,414.6873364,442.1032297,451.9212264,459.7749826,470.6185887,483.1452714,500.7824726,467.115644,456.7292071,451.1275046,452.2050084,450.4120853,453.3834142,455.6380346,461.7360481,467.6550676,470.4238983,478.9269614,433.83824,447.7846759,453.858147,460.8341288
Maldives,MDV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,1527.819277,1559.015594,1548.975099,1527.359049,1568.312867,1400.85702,1367.752021,1478.309887,1649.39906,1776.327958,2047.981263,2224.487312,2097.400954,2372.880498,2930.011959,3275.216879,3457.539145,3633.285349,3821.320202,4047.816205,4586.284578,4508.297901,4668.549721,4793.48814,5034.790929,5556.257406,5864.955692,6234.637355,6585.487602,6883.698195,7037.197725,6646.350099,7008.447487,7839.559558,8160.753677,7129.632112,8605.693698,8914.614396,9376.07864,8311.345233,8571.559911,8986.625793,8888.114833,9194.115578,9530.588447,9480.431513,9688.248279,9972.377136,10453.63552,10888.64456,7164.307384,9731.556181,11035.58247,11534.9169
Middle East & North Africa,MEA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,2189.483219,2246.87529,2424.884468,2593.062575,2826.962638,2935.329451,3080.901897,3380.080013,3644.831352,4164.449933,4481.20273,5027.968465,5468.096356,5795.782093,5554.341361,6180.952411,6230.079578,5915.999437,6086.852976,5951.281011,5733.901115,5363.404423,5088.736651,4914.906377,4750.313823,4650.77708,4498.697236,4507.684352,4536.94514,4831.110082,4866.449386,5018.721361,5005.343811,5040.941913,5078.644498,5217.937464,5317.054096,5435.716976,5430.839878,5679.652132,5649.431756,5627.994072,5803.773362,6135.636494,6306.384621,6527.731547,6703.93316,6845.358341,6726.206877,6912.715264,7029.632015,7164.128526,7169.684319,7221.223002,7266.659229,7441.383501,7454.711806,7489.141211,7461.952087,7060.794573,7359.098908,7670.040604,7689.53364
Mexico,MEX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4197.98229,4269.984018,4325.436004,4524.189431,4897.244436,5072.63136,5206.153623,5332.747673,5648.053473,5655.997552,5835.131021,5867.034527,6154.647456,6435.961405,6602.411236,6773.990304,6867.22205,6893.666952,7293.083895,7776.166014,8240.716124,8831.274015,8649.122944,8086.261963,8209.843518,8212.921775,7750.171489,7774.51987,7735.72151,7882.123111,8145.016155,8303.121188,8433.337037,8509.396156,8715.733769,8049.743232,8399.342548,8849.732077,9240.007193,9340.079875,9655.602499,9464.995026,9300.1174,9271.44032,9461.923756,9524.742437,9847.512822,9920.687841,9888.139445,9151.769567,9480.135308,9667.626646,9872.292522,9826.132389,9947.886025,10098.17318,10161.35571,10240.31043,10343.35343,10228.98094,9279.049496,9756.858622,10078.60254,10326.95385
Marshall Islands,MHL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,1916.278544,1904.062079,1893.662672,2492.522546,2802.851984,2714.018405,2634.504985,2610.047324,2666.451937,2634.378267,2361.826376,2420.689796,2438.538139,2706.622228,2701.47481,2433.314319,2913.483577,3065.642127,3186.051913,3041.578103,3051.155224,2988.543473,3137.798747,3263.127116,3392.81381,3609.054379,3184.704424,2932.76706,2868.833736,2795.31526,2843.325804,3029.808914,3135.184155,3086.391873,3068.291181,3128.683317,3143.016113,3260.615841,3023.722311,3148.593169,3331.091119,3351.881034,3356.67608,3535.502015,3559.243062,3708.215562,3872.452646,4114.260987,4460.33625,5061.103713,5066.005839,5288.390025,5313.444827,5429.088485
Middle income,MIC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,812.6528857,811.2565371,821.8982727,841.2588099,887.7166512,919.8050357,941.7372553,948.8763253,983.2047512,1037.858827,1094.377837,1134.431991,1177.768264,1231.50359,1276.489986,1303.257958,1357.306994,1391.522394,1415.407418,1452.113274,1490.584948,1487.384656,1497.975885,1490.873085,1530.885762,1568.07626,1593.217191,1633.176463,1665.760305,1684.205038,1704.404547,1720.210593,1763.115218,1821.548273,1884.082436,1937.895382,2025.642661,2105.917551,2141.641525,2187.050443,2275.295588,2323.723103,2400.060485,2507.404575,2664.633254,2823.007497,3017.919218,3246.318246,3396.823919,3488.853099,3728.247736,3921.1968,4090.338788,4266.771265,4431.864765,4590.10014,4754.815039,4953.006865,5144.070342,5298.178206,5182.834604,5522.946512,5695.157511,5906.503179
North Macedonia,MKD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3568.063569,3360.195365,3168.627312,2962.978231,2932.079359,2897.193767,2916.4433,2954.523831,3038.139834,3154.849182,3283.379341,3169.325144,3240.110645,3307.920408,3473.765448,3657.563077,3866.746506,4140.633548,4392.550716,4405.200458,4582.365175,4711.130279,4708.051685,4863.680887,5053.750012,5262.686719,5429.946784,5510.818629,5698.393345,5961.584754,5743.726494,6064.923151,6217.951641,6350.243407
Mali,MLI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,340.269024,347.8507422,343.5926673,359.2371061,362.9051223,378.1051921,366.3637507,354.5013055,388.7285696,433.8780188,452.9280355,437.6169101,473.3957814,443.4259655,440.5388953,399.3666139,397.9723656,388.6191194,458.4617586,462.5061798,454.2464604,479.7109204,490.82806,469.4024926,514.2473821,487.7206539,492.8207193,500.638059,494.5902322,518.4705463,531.5771853,557.7643413,573.5489901,556.7723941,623.2663744,622.7967229,658.1427188,646.9280497,666.7944219,675.1889495,676.0800318,685.4606706,695.3944865,708.9304739,708.4186725,682.2878442,677.861141,703.2310345,723.5042049,741.7976347,756.4280732,767.5715955,779.326625,745.8859848,744.7604273,747.1529265,762.6460414
Malta,MLT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,3135.285472,3211.694581,3402.013538,3545.996787,3904.523096,4634.093261,5395.157463,6028.931135,6632.430817,7254.320214,7684.722659,7881.056214,7890.027752,7731.957758,7803.192491,7865.528452,8035.722418,8308.620743,8934.07352,9571.190136,10074.3091,10419.96131,10796.79405,11168.4668,11689.76554,12344.82635,12727.29915,13295.37065,13886.29236,14455.76476,17189.56549,16860.52296,17164.59839,17746.78468,17652.71812,18134.05204,18521.63838,19338.43062,19948.17139,19573.85799,20557.73775,20566.42777,21221.60571,22071.06515,23286.22645,24921.71418,25181.4771,27164.30042,28177.54954,29021.33579,26071.2199,29152.50721,30760.6355,31189.63321
Myanmar,MMR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,129.8291154,127.6072103,129.916643,144.0176742,132.5196315,143.3732423,133.3005301,122.5168724,134.107179,135.3242114,138.8101228,141.2764498,141.4890574,137.1722726,141.6516028,144.6540226,150.4883287,156.3472009,163.2726331,168.435611,178.3083168,186.0589608,192.9084614,197.5040704,203.0305306,204.7356264,198.8436127,187.5794785,163.5675773,166.9439749,169.0349885,165.5368474,179.0761148,187.3897654,198.7919534,209.9114922,220.6405371,230.2015036,240.726704,263.9588909,296.9676898,327.2316808,362.9123953,409.2441379,460.6906724,518.9695821,582.391012,647.4167085,709.6534687,779.9388051,848.5867176,888.7738389,945.8967927,1016.88781,1090.832555,1157.783961,1216.012628,1280.854243,1351.3883,1430.136343,1291.407809,1128.309761,1165.605523,1168.687609
Middle East & North Africa (excluding high income),MNA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1398.685898,1410.278816,1406.925323,1531.031575,1649.931998,1808.328092,1890.520988,1985.233918,2186.775108,2379.449082,2510.441718,2596.67215,2864.425836,2936.929288,3082.748319,3086.255667,3475.019221,3417.60391,3233.606812,3114.943672,2874.648563,2703.952272,2917.44323,2954.626078,2847.817963,2868.832012,2701.732424,2625.933387,2573.180473,2564.920768,2742.274496,2681.60483,2732.730678,2714.299375,2712.907322,2724.335743,2834.447448,2887.461211,2999.259547,3067.829564,3189.410526,3213.963649,3255.706296,3271.335945,3456.896367,3541.983735,3658.140661,3805.221043,3872.395001,3895.926188,4025.33853,3913.850546,3979.459856,3919.818397,3911.218025,3862.572205,3998.065146,4053.893563,4057.462241,4032.918385,3794.027848,3969.937346,4083.704987,4131.504022
Montenegro,MNE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4488.794625,4723.143384,4290.896849,4431.60047,4462.349901,4529.123306,4623.076064,4819.14786,5013.195901,5435.886221,5798.064973,6205.821247,5833.659544,5982.199285,6168.848386,5995.774451,6202.506703,6307.018561,6517.192675,6707.85041,7023.433812,7381.80764,7684.183972,6515.536806,7390.308117,7889.237633,8375.222111
Mongolia,MNG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,1428.456356,1510.63978,1560.2627,1612.324284,1661.736089,1771.236647,1785.73101,1829.637601,1863.793837,1770.541044,1588.222626,1417.742023,1352.368194,1362.509076,1431.460923,1446.878308,1487.645578,1522.389794,1554.051972,1557.43844,1589.403718,1649.938824,1750.190458,1919.757153,2041.868494,2197.694783,2400.225093,2585.824778,2521.594528,2646.561677,3057.317255,3374.438383,3697.60134,3909.91332,3919.351213,3892.652204,4023.785623,4242.300222,4385.111677,4106.602683,4107.183721,4249.675014,4483.755202
Northern Mariana Islands,MNP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20827.8058,21610.36548,21739.04614,19767.4536,19235.40583,18806.62293,17565.58118,15233.94347,16294.51092,15541.55416,15715.74335,16204.5456,16974.27842,17665.10075,22995.52741,28549.32658,23242.92544,20796.03042,14703.51161,,,
Mozambique,MOZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,249.8623206,257.251961,234.2331098,193.2133202,176.8324443,175.0253574,167.9568114,191.8292667,207.6877487,218.9763315,217.5775535,223.9557358,203.1567291,219.2055362,222.2672057,217.0596892,233.0330015,253.5922026,273.2479563,298.2296004,293.2318956,322.7042568,344.9275175,360.3437888,379.8583664,393.5109548,421.562874,442.1975158,460.3873994,474.8357178,492.5675724,512.4563953,536.9901036,554.9607559,579.6423692,603.8385138,612.7245153,609.6735491,612.5990286,608.9636328,584.3149621,581.4443001,590.3689084,602.9199794
Mauritania,MRT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,1235.662005,1210.536861,1153.513678,1431.248794,1614.388784,1570.818198,1578.767618,1688.032274,1658.189345,1801.726935,1780.720364,1715.716841,1589.062447,1730.184166,1593.355985,1679.032518,1600.110909,1546.733486,1574.609421,1581.045137,1588.169721,1505.743844,1516.437489,1424.810246,1424.966417,1463.031563,1448.08273,1430.676342,1461.309364,1398.941059,1382.4179,1355.059629,1377.229969,1290.023978,1377.926592,1429.004462,1340.593131,1342.057188,1354.130045,1265.160425,1224.680767,1215.25127,1271.675118,1303.271692,1384.014295,1601.142833,1533.633814,1490.817666,1452.178751,1448.023322,1463.594922,1481.978003,1499.431824,1522.759119,1562.726836,1541.162878,1595.233276,1628.038855,1635.839997,1588.362034,1559.809845,1616.981803,1628.087523
Mauritius,MUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1413.728252,1726.358744,1691.597878,1877.022903,1706.124077,1721.809888,1626.221537,1664.810542,1521.966988,1569.539369,1537.495579,1577.927838,1683.898315,1857.822649,1991.087218,1977.689463,2408.272223,2524.539547,2587.217002,2631.988577,2327.601068,2428.264691,2530.623339,2517.080199,2607.927221,2766.590287,3012.989372,3256.422836,3453.720351,3580.40595,3810.480833,3936.766509,4138.346449,4297.409092,4412.937566,4562.746928,4768.683436,4977.190168,5224.184197,5292.869089,5671.02955,5814.748346,5867.77363,6170.648767,6397.593462,6472.873886,6756.22956,7110.694939,7466.694658,7693.764344,8011.455172,8324.783283,8591.967159,8859.212183,9181.615754,9507.871337,9868.327166,10247.69606,10652.48369,10956.94502,9362.874359,9679.121239,10570.42753,11318.60031
Malawi,MWI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,260.8799477,274.213401,269.4368587,259.2422437,259.6892474,287.9254959,318.1623949,332.9866934,318.5978322,329.1588744,322.7075608,365.7666572,378.6972721,377.3093392,393.5187765,405.8694051,413.8302823,420.7598367,446.0951411,448.6873175,433.38791,394.5635945,388.6760609,387.4822288,392.6385684,395.1817312,380.1375103,368.3328691,360.120371,348.2513986,354.000744,373.4772208,336.3790175,363.8789396,330.6606694,386.7008137,407.0366555,414.3493855,421.6738331,424.9403837,421.8194582,391.4420734,388.4459246,400.3009494,411.0040795,412.9820434,420.438604,447.9227702,468.4673741,492.948012,511.8182899,521.8997969,516.9632083,529.8504098,544.2637939,544.2768727,542.925737,549.6263017,558.5604527,573.400114,562.7830388,563.3619563,554.1985772,548.5785463
Malaysia,MYS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1286.103398,1342.516088,1385.911675,1443.382259,1476.573992,1545.430486,1621.772534,1641.8153,1729.618371,1770.830366,1832.258725,1969.110757,2104.31352,2295.075392,2426.226132,2386.13883,2596.763959,2727.368574,2833.486831,3018.708021,3159.742559,3292.183446,3398.539953,3517.082653,3688.498599,3548.788587,3488.761248,3561.316097,3798.773972,4022.309912,4260.279935,4537.325702,4804.673577,5135.031574,5453.868957,5826.870847,6238.648599,6518.996068,5883.797041,6089.106675,6461.991273,6330.628254,6506.117927,6716.643258,7004.137746,7209.61711,7444.026735,7742.578025,7948.947619,7675.238103,8101.40712,8393.962979,8711.295854,8976.545614,9369.102158,9699.600463,9984.163681,10416.04169,10777.76652,11114.56053,10382.72748,10605.67696,11399.39714,11691.36127
